Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Analysis_Number	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Inclusive_Prey_Taxon	Prey_Name_ITIS_ID	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Least Flycatcher	Empidonax minimus		Tyrannidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	7	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Hemiptera		Pentatomidae			Yes	NA	NA	NA	NA	0.36	Wt_or_Vol	NA	1	1	stomach contents	Black spruce swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Least Flycatcher	Empidonax minimus		Tyrannidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	7	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Coleoptera					No	NA	NA	NA	NA	0.12	Wt_or_Vol	NA	1	1	stomach contents	Black spruce swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Least Flycatcher	Empidonax minimus		Tyrannidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	7	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Diptera	Brachycera				Yes	NA	NA	NA	NA	0.12	Wt_or_Vol	NA	1	1	stomach contents	Black spruce swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Least Flycatcher	Empidonax minimus		Tyrannidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	7	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Hymenoptera	Apocrita	Formicidae			Yes	NA	NA	NA	NA	0.02	Wt_or_Vol	NA	1	1	stomach contents	Black spruce swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Least Flycatcher	Empidonax minimus		Tyrannidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	7	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Hymenoptera					No	NA	NA	NA	NA	0.02	Wt_or_Vol	NA	1	1	stomach contents	Black spruce swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Least Flycatcher	Empidonax minimus		Tyrannidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	7	1923	NA	1924	Summer	2									No	NA	NA	NA	NA	0.24	Wt_or_Vol	NA	1	1	stomach contents	Black spruce swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Least Flycatcher	Empidonax minimus		Tyrannidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	lake	7	1923	NA	1924	Summer	3	Animalia	Arthropoda	Arachnida	Araneae		Araneidae			No	NA	NA	NA	NA	0.2	Wt_or_Vol	NA	1	1	stomach contents	Edge marshy lake	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Least Flycatcher	Empidonax minimus		Tyrannidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	lake	7	1923	NA	1924	Summer	3	Animalia	Arthropoda	Insecta	Coleoptera		Elateridae			Yes	NA	NA	NA	NA	0.1	Wt_or_Vol	NA	1	1	stomach contents	Edge marshy lake	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Least Flycatcher	Empidonax minimus		Tyrannidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	lake	7	1923	NA	1924	Summer	3	Animalia	Arthropoda	Insecta	Coleoptera		Cerambycidae			Yes	NA	NA	NA	NA	0.05	Wt_or_Vol	NA	1	1	stomach contents	Edge marshy lake	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Least Flycatcher	Empidonax minimus		Tyrannidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	lake	7	1923	NA	1924	Summer	3	Animalia	Arthropoda	Insecta	Lepidoptera					No	NA	NA	NA	NA	0.6	Wt_or_Vol	NA	1	1	stomach contents	Edge marshy lake	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Least Flycatcher	Empidonax minimus		Tyrannidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	lake	7	1923	NA	1924	Summer	3	Animalia	Arthropoda	Insecta	Diptera					No	NA	NA	NA	NA	0.05	Wt_or_Vol	NA	1	1	stomach contents	Edge marshy lake	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Golden-crowned Kinglet	Regulus satrapa		Regulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	6	1923	NA	1924	Summer	1	Animalia	Arthropoda	Arachnida	Araneae		Araneidae			No	NA	NA	NA	NA	0.35	Wt_or_Vol	NA	1	1	stomach contents	Black Spruce Swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Golden-crowned Kinglet	Regulus satrapa		Regulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	6	1923	NA	1924	Summer	1	Animalia	Arthropoda	Insecta	Diptera					No	NA	NA	NA	NA	0.65	Wt_or_Vol	NA	1	1	stomach contents	Black Spruce Swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	6	1923	NA	1924	Summer	1	Animalia	Arthropoda	Arachnida	Araneae		Araneidae			No	NA	NA	NA	NA	0.35	Wt_or_Vol	NA	1	1	stomach contents	Black Spruce Swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	6	1923	NA	1924	Summer	1	Animalia	Arthropoda	Insecta	Coleoptera		Elateridae			Yes	NA	NA	NA	NA	0.08	Wt_or_Vol	NA	1	1	stomach contents	Black Spruce Swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	6	1923	NA	1924	Summer	1	Animalia	Arthropoda	Insecta	Coleoptera		Curculionidae			Yes	NA	NA	NA	NA	0.01	Wt_or_Vol	NA	1	1	stomach contents	Black Spruce Swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	6	1923	NA	1924	Summer	1	Animalia	Arthropoda	Insecta	Coleoptera					No	NA	NA	NA	NA	0.08	Wt_or_Vol	NA	1	1	stomach contents	Black Spruce Swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	6	1923	NA	1924	Summer	1	Animalia	Arthropoda	Insecta	Lepidoptera					No	NA	NA	NA	NA	0.46	Wt_or_Vol	NA	1	1	stomach contents	Black Spruce Swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	coniferous forest	6	1923	NA	1924	Summer	1	Animalia	Arthropoda	Insecta	Diptera					No	NA	NA	NA	NA	0.02	Wt_or_Vol	NA	1	1	stomach contents	Black Spruce Swamp	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	2	Animalia	Arthropoda	Arachnida	Araneae		Araneidae			No	NA	NA	NA	NA	0.2	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Hemiptera		Aphididae			Yes	NA	NA	NA	NA	0.04	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Coleoptera		Elateridae			Yes	NA	NA	NA	NA	0.08	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Coleoptera		Curculionidae			Yes	NA	NA	NA	NA	0.12	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Coleoptera					No	NA	NA	NA	NA	0.04	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Lepidoptera					No	NA	NA	NA	NA	0.48	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Diptera					No	NA	NA	NA	NA	0.005	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Hymenoptera	Apocrita	Ichneumonidae			Yes	NA	NA	NA	NA	0.005	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Hymenoptera	Apocrita	Formicidae			Yes	NA	NA	NA	NA	0.04	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	2	Animalia	Arthropoda	Insecta	Hymenoptera					No	NA	NA	NA	NA	0.005	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest	6	1923	NA	1924	Summer	3	Animalia	Arthropoda	Arachnida	Araneae		Araneidae			No	NA	NA	NA	NA	0.07	Wt_or_Vol	NA	1	1	stomach contents	Deciduous Forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest	6	1923	NA	1924	Summer	3	Animalia	Arthropoda	Insecta	Coleoptera		Elateridae			Yes	NA	NA	NA	NA	0.27	Wt_or_Vol	NA	1	1	stomach contents	Deciduous Forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest	6	1923	NA	1924	Summer	3	Animalia	Arthropoda	Insecta	Coleoptera		Scarabaeidae			Yes	NA	NA	NA	NA	0.13	Wt_or_Vol	NA	1	1	stomach contents	Deciduous Forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest	6	1923	NA	1924	Summer	3	Animalia	Arthropoda	Insecta	Coleoptera					No	NA	NA	NA	NA	0.27	Wt_or_Vol	NA	1	1	stomach contents	Deciduous Forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest	6	1923	NA	1924	Summer	3	Animalia	Arthropoda	Insecta	Lepidoptera					No	NA	NA	NA	NA	0.13	Wt_or_Vol	NA	1	1	stomach contents	Deciduous Forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest	6	1923	NA	1924	Summer	3	Animalia	Arthropoda	Insecta	Diptera					No	NA	NA	NA	NA	0.03	Wt_or_Vol	NA	1	1	stomach contents	Deciduous Forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest	6	1923	NA	1924	Summer	3	Animalia	Arthropoda	Insecta	Hymenoptera	Apocrita	Formicidae			Yes	NA	NA	NA	NA	0.03	Wt_or_Vol	NA	1	1	stomach contents	Deciduous Forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest	6	1923	NA	1924	Summer	3									No	NA	NA	NA	NA	0.07	Wt_or_Vol	NA	1	1	stomach contents	Deciduous Forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	4	Animalia	Arthropoda	Arachnida	Araneae		Araneidae			No	NA	NA	NA	NA	0.1	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	4	Animalia	Arthropoda	Insecta	Coleoptera	Apocrita	Elateridae			Yes	NA	NA	NA	NA	0.3	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	4	Animalia	Arthropoda	Insecta	Coleoptera					No	NA	NA	NA	NA	0.01	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	4	Animalia	Arthropoda	Insecta	Lepidoptera					No	NA	NA	NA	NA	0.58	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	4	Animalia	Arthropoda	Insecta	Diptera					No	NA	NA	NA	NA	0.005	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Black-and-white Warbler	Mniotilta varia		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	6	1923	NA	1924	Summer	4	Animalia	Arthropoda	Insecta	Hymenoptera	Apocrita	Formicidae			Yes	NA	NA	NA	NA	0.01	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
Tennessee Warbler	Oreothlypis peregrina		Parulidae	Clements_Taxonomy_v2018_NorthAmerica	NA	NA	NA	NA	NA	Ontario	Lake Nipigon	deciduous forest; coniferous forest	7	1923	NA	1924	Summer	1	Animalia	Arthropoda	Insecta	Hemiptera	Homoptera	Aphididae			Yes	NA	NA	NA	NA	0.03	Wt_or_Vol	NA	1	1	stomach contents	Mixed forest	GN	"Kendeigh, S. C. 1947. Bird popultaion studies in the coniferous forest biome during a spruce budworm outbreak. Biological Bulletin No. 1, Department of Lands and Forests, Ontario, Canada. "
